Ticker,Company_Name,Total_Score,Score_Size,Score_FCFP,Market_Cap,Enterprise_Value,BM_Ratio,FCF_Yield,ROA,EBITDA_Margin,Asset_Growth,EBITDA_Growth,Inv_Dummy,Price_Range,Data_Quality_Flag
7912.T,大日本印刷,46.27,4.8,58.0,1331129221120.0,1359951167488.0,0.8532950685616454,0.04495957195624124,0.057711860960101946,0.15366535195652606,-0.01932421742569782,0.11639776505126326,0.0,0.7738255033557047,
7932.T,ニッピ,46.2,40.2,80.0,39057907712.0,42290135040.0,1.0198959015861786,0.09767548298107874,0.03501396568431853,0.10353879652428725,-0.030693151366135315,-0.042348955392433656,1.0,0.918974358974359,
7751.T,キヤノン,45.94,2.3,56.3,3855404761088.0,4483030450176.0,0.876762158442239,0.043055950581218645,,,0.06455534556233578,,,0.4342105263157895,
7625.T,グローバルダイニング,45.72,76.9,40.5,4980802560.0,6658469888.0,1.0710012966263813,0.021080940016221,0.05031061860108192,0.08129076543480487,0.19553634757157984,0.037316268199988525,1.0,0.7729257641921398,
7946.T,光陽社,45.67,94.5,17.5,1588797952.0,1187176320.0,1.1259782892771504,-0.051642815813498735,0.019074592802039266,0.05620737766391253,-0.0909395044166984,-0.17779311369277143,1.0,0.010786193672099712,
8200.T,リンガーハット,45.49,32.9,37.3,57372868608.0,62725464064.0,0.23786853143503184,0.015532951752664087,0.033164015568655635,0.07841794635115101,0.01661170010882846,0.15433743051160334,0.0,0.4537037037037037,
7740.T,タムロン,45.33,21.0,72.6,161229455360.0,126258528256.0,0.5106573102052808,0.07721293836912953,,,0.17369231122648227,,,0.7097505668934241,
7844.T,マーベラス,45.17,62.8,9.6,28711682048.0,12548104192.0,0.9105004700280526,-0.12381719726683983,0.024860954928122056,0.12448592783320817,-0.04733916266141641,3.35125,0.0,0.3393665158371041,
8173.T,上新電機,45.16,23.3,92.3,71997284352.0,109508386816.0,1.4537076077521887,0.16250612574215778,0.014716871919586354,0.029234313431318333,-0.00546450434969391,-0.1382309941520468,1.0,0.8862512363996043,
8304.T,あおぞら銀行,45.09,99.1,6.4,340901888000.0,-312479776768.0,1.3241874448052338,-0.18473056975266738,0.002643243085867139,,0.020969611740204723,,,0.6317257871662016,
8113.T,ユニ・チャーム,45.07,4.6,61.7,1583505997824.0,1450898489344.0,0.4881964457743232,0.05435186465871911,,,0.09381039795276577,,,0.07227439771335235,
8118.T,キング,45.03,72.8,43.0,17792440320.0,7949117440.0,1.2631207184512843,0.027146360550501483,0.028502546953377145,0.1636631114380287,0.004413372910482737,-0.023408924652523776,1.0,0.8905579399141631,
7733.T,オリンパス,44.94,4.3,33.6,1469924638720.0,1511305379840.0,0.5114092111923533,0.00762658152717409,0.08225353252942087,0.2329886136211412,-0.06608587056842061,0.9388637179069981,0.0,0.03755054881571346,
7917.T,ＺＡＣＲＯＳ,44.92,24.7,9.9,96966483968.0,96926269440.0,0.948781437000036,-0.11877299793401538,0.042422982472096984,0.10483961919925698,0.08643421795595709,0.19475315642246918,0.0,0.7164778955060285,
